File,Bitrate_kbps,CR,SNR_dB,PESQ,STOI
Η πόλη της Θεσσαλονί.wav,64,11.9112078460167,-1.158147186752,NaN,0.313980558856313
Η πόλη της Θεσσαλονί.wav,96,7.94233257562511,-1.14875155937629,NaN,0.314986480985968
Η πόλη της Θεσσαλονί.wav,128,5.95732235133646,-1.14997078005078,NaN,0.314599718364988
Η πόλη της Θεσσαλονί.wav,160,4.76613292480745,-1.14988621447731,NaN,0.314888124283817
Η πόλη της Θεσσαλονί.wav,192,3.97193025411427,-1.19036146960311,NaN,0.314832845988195
